network_enp0s3_rx,network_enp0s3_tx,network_enp0s3_cx,mem_active,mem_cached,mem_shared,cpu_system,cpu_softirq,cpu_ctx_switches,cpu_interrupts,cpu_soft_interrupts,%user,%idle,label
78120,78120,156240,2731933696,7699714048,4935016448,52.8,32,3463,7092,6478,14.8,0.4,normal
69660,69720,139380,2731933696,7699714048,4935016448,52.8,32,3463,7092,6478,14.8,0.4,normal
79620,79560,159180,2731933696,7699718144,4935020544,54.3,31.3,3127,7158,6454,14.4,0,normal
67172,66960,134132,2731933696,7699718144,4935020544,54.3,31.3,3127,7158,6454,14.4,0,normal
74880,74880,149760,2731937792,7699718144,4935020544,51.3,32.5,3318,6947,6213,16.2,0,normal
65852,65640,131492,2731937792,7699718144,4935020544,51.3,32.5,3318,6947,6213,16.2,0,normal
82740,82800,165540,2731937792,7699722240,4935024640,53.3,31.5,3209,7145,6695,14.6,0.6,normal
98640,98580,197220,2731937792,7699722240,4935024640,53.3,31.5,3209,7145,6695,14.6,0.6,normal
88100,87780,175880,2731941888,7699722240,4935024640,51.1,32.9,3613,6998,6522,15.6,0.4,normal
62340,62280,124620,2731941888,7699722240,4935024640,51.1,32.9,3613,6998,6522,15.6,0.4,normal
84720,84780,169500,2731941888,7699726336,4935028736,54.3,31.2,3005,7017,6373,14.5,0,normal
67800,67740,135540,2731941888,7699726336,4935028736,54.3,31.2,3005,7017,6373,14.5,0,normal
89880,89940,179820,2731945984,7699726336,4935028736,51.8,32.3,3406,7477,6819,15.8,0.1,normal
60660,60600,121260,2731945984,7699726336,4935028736,51.8,32.3,3406,7477,6819,15.8,0.1,normal
82500,82560,165060,2731925504,7699714048,4935032832,53.6,32.4,3053,6735,6049,14,0,normal
66818,66920,133738,2731925504,7699714048,4935032832,53.6,32.4,3053,6735,6049,14,0,normal
82560,82560,165120,2731925504,7699714048,4935032832,53.5,31.3,3342,7119,6368,14.9,0.4,normal
66840,66900,133740,2731925504,7699714048,4935032832,53.5,31.3,3342,7119,6368,14.9,0.4,normal
79800,79800,159600,2731925504,7699718144,4935036928,54.1,30.3,3166,7135,6354,15.6,0,normal
69540,69480,139020,2731925504,7699718144,4935036928,54.1,30.3,3166,7135,6354,15.6,0,normal
82080,82080,164160,2731929600,7699718144,4935036928,52.7,31.5,3216,7101,6392,15.4,0.4,normal
68580,68580,137160,2731929600,7699718144,4935036928,52.7,31.5,3216,7101,6392,15.4,0.4,normal
95325,94603,189928,2731945984,7699730432,4935049216,47.8,34.3,4618,7763,7105,17.7,0.2,confidentiality
60747,57232,117979,2731945984,7699730432,4935049216,47.8,34.3,4618,7763,7105,17.7,0.2,normal
93479,93240,186719,2731954176,7699730432,4935049216,49.9,35.7,3509,7095,6486,14.2,0.3,normal
57178,56940,114118,2731954176,7699730432,4935049216,49.9,35.7,3509,7095,6486,14.2,0.3,normal
83520,83460,166980,2731954176,7699734528,4935053312,49.3,36.4,3233,6695,6069,14.2,0,normal
62460,62520,124980,2731954176,7699734528,4935053312,49.3,36.4,3233,6695,6069,14.2,0,normal
84420,84420,168840,2731958272,7699734528,4935053312,49.4,36.5,3380,7085,6384,14.1,0,normal
63180,63120,126300,2731958272,7699734528,4935053312,49.4,36.5,3380,7085,6384,14.1,0,normal
79680,79740,159420,2731958272,7699738624,4935057408,47.6,38.7,3245,6785,6077,13.7,0,normal
67030,66818,133848,2731958272,7699738624,4935057408,47.6,38.7,3245,6785,6077,13.7,0,normal
82860,82800,165660,2731962368,7699738624,4935057408,48.2,37.1,3886,7406,6576,14.5,0.2,normal
62224,61860,124084,2731962368,7699738624,4935057408,48.2,37.1,3886,7406,6576,14.5,0.2,normal
84992,84720,169712,2731962368,7699742720,4935061504,48,36.4,3438,7073,6355,15.5,0.1,normal
62612,62340,124952,2731962368,7699742720,4935061504,48,36.4,3438,7073,6355,15.5,0.1,normal
87282,87300,174582,2731966464,7699742720,4935061504,48.3,37.8,3500,7304,6623,13.9,0,normal
62944,62460,125404,2731966464,7699742720,4935061504,48.3,37.8,3500,7304,6623,13.9,0,normal
82112,81960,164072,2731970560,7699750912,4935069696,45.1,37.9,3987,6900,6525,16.8,0.3,normal
62252,61980,124232,2731970560,7699750912,4935069696,45.1,37.9,3987,6900,6525,16.8,0.3,normal
80132,79980,160112,2731978752,7699750912,4935069696,46.4,39.3,3286,6856,6145,14,0.3,normal
70832,70620,141452,2731978752,7699750912,4935069696,46.4,39.3,3286,6856,6145,14,0.3,normal
81932,81720,163652,2731978752,7699755008,4935073792,45.7,40.2,3514,7182,6437,13.9,0.2,normal
67084,66660,133744,2731978752,7699755008,4935073792,45.7,40.2,3514,7182,6437,13.9,0.2,normal
83252,83040,166292,2731986944,7699759104,4935077888,47.3,38.1,3582,7152,6412,14.4,0.1,normal
64232,64020,128252,2731986944,7699759104,4935077888,47.3,38.1,3582,7152,6412,14.4,0.1,normal
88020,87960,175980,2731986944,7699759104,4935077888,50.5,37,3528,7331,6641,12.5,0,normal
62442,62078,124520,2731986944,7699759104,4935077888,50.5,37,3528,7331,6641,12.5,0,normal
90004,89580,179584,2731991040,7699763200,4935081984,50.2,36.8,3512,7201,6577,12.8,0.1,normal
61140,61080,122220,2731991040,7699763200,4935081984,50.2,36.8,3512,7201,6577,12.8,0.1,normal
80764,80340,161104,2731991040,7699763200,4935081984,50.1,35.1,3162,6688,6150,14.3,0.5,normal
67560,67620,135180,2731991040,7699763200,4935081984,50.1,35.1,3162,6688,6150,14.3,0.5,normal
81382,81035,162417,2732003328,7699775488,4935094272,47.8,35.5,4117,7335,6622,16.6,0,confidentiality
70591,66592,137183,2732003328,7699775488,4935094272,47.8,35.5,4117,7335,6622,16.6,0,normal
87272,87060,174332,2732003328,7699775488,4935094272,50.1,34.7,3716,7373,6633,14.8,0.5,normal
59792,59520,119312,2732003328,7699775488,4935094272,50.1,34.7,3716,7373,6633,14.8,0.5,normal
88920,88980,177900,2732007424,7699779584,4935098368,48.4,36.4,3321,7134,6545,14.8,0.4,normal
62944,62460,125404,2732007424,7699779584,4935098368,48.4,36.4,3321,7134,6545,14.8,0.4,normal
81752,81540,163292,2732007424,7699779584,4935098368,48.6,36.8,3098,6766,6213,14.3,0.3,normal
67052,66900,133952,2732007424,7699779584,4935098368,48.6,36.8,3098,6766,6213,14.3,0.3,normal
81092,80820,161912,2732011520,7699783680,4935102464,47.1,38.5,3392,7148,6529,14,0.4,normal
66092,65880,131972,2732011520,7699783680,4935102464,47.1,38.5,3392,7148,6529,14,0.4,normal
81632,81360,162992,2732011520,7699783680,4935102464,48.1,38.5,3325,7097,6485,13,0.4,normal
68202,67778,135980,2732011520,7699783680,4935102464,48.1,38.5,3325,7097,6485,13,0.4,normal
76980,76920,153900,2732015616,7699787776,4935106560,50.1,37.2,3294,7009,6355,12.5,0.1,normal
68220,68280,136500,2732015616,7699787776,4935106560,50.1,37.2,3294,7009,6355,12.5,0.1,normal
77700,77700,155400,2732015616,7699787776,4935106560,48.9,36.3,3250,7070,6426,14.5,0.3,normal
70592,70380,140972,2732015616,7699787776,4935106560,48.9,36.3,3250,7070,6426,14.5,0.3,normal
96600,96600,193200,2732019712,7699791872,4935110656,49.2,35.4,4191,8093,7753,14.8,0.7,normal
53520,53520,107040,2732019712,7699791872,4935110656,49.2,35.4,4191,8093,7753,14.8,0.7,normal
85770,85710,171480,2732019712,7699791872,4935110656,51.1,35.6,3129,6728,6184,13.4,0,normal
59880,59880,119760,2732019712,7699791872,4935110656,51.1,35.6,3129,6728,6184,13.4,0,normal
84900,84900,169800,2732023808,7699795968,4935114752,48.8,37.2,3240,6953,6388,14.1,0,normal
66180,66240,132420,2732023808,7699795968,4935114752,48.8,37.2,3240,6953,6388,14.1,0,normal
81600,81600,163200,2732023808,7699795968,4935114752,49,36.5,3166,6918,6340,14.3,0.3,normal
69660,69660,139320,2732023808,7699795968,4935114752,49,36.5,3166,6918,6340,14.3,0.3,normal
89940,89940,179880,2732027904,7699800064,4935118848,49.3,36.8,3502,7445,6819,13.1,0.7,normal
60660,60660,121320,2732027904,7699800064,4935118848,49.3,36.8,3502,7445,6819,13.1,0.7,normal
82680,82620,165300,2732027904,7699800064,4935118848,49.1,36.8,3321,6857,6351,13.8,0.4,normal
62738,62798,125536,2732027904,7699800064,4935118848,49.1,36.8,3321,6857,6351,13.8,0.4,normal
85260,85200,170460,2732032000,7699804160,4935122944,50.8,35.6,2901,6925,6311,13.6,0,normal
66300,66300,132600,2732032000,7699804160,4935122944,50.8,35.6,2901,6925,6311,13.6,0,normal
83083,82876,165959,2732044288,7699816448,4935135232,51,30.8,3833,7123,6449,22.84,0.51,confidentiality
72208,68462,140670,2732044288,7699816448,4935135232,51,30.8,3833,7123,6449,18,0.1,normal
77220,77220,154440,2732048384,7699820544,4935139328,54.3,29.7,3142,6924,6234,15.9,0.1,normal
66960,67020,133980,2732048384,7699820544,4935139328,54.3,29.7,3142,6924,6234,15.9,0.1,normal
90900,90900,181800,2732048384,7699820544,4935139328,53.6,32.6,3544,7687,7155,13.7,0.1,normal
60272,60060,120332,2732048384,7699820544,4935139328,53.6,32.6,3544,7687,7155,13.7,0.1,normal
70320,70320,140640,2732052480,7699824640,4935143424,51.4,34.9,2894,5563,5148,13.5,0.1,normal
50760,50760,101520,2732052480,7699824640,4935143424,51.4,34.9,2894,5563,5148,13.5,0.1,normal
88560,88560,177120,2732052480,7699824640,4935143424,52.3,32.2,3147,5666,5052,14.7,0.8,normal
73020,73020,146040,2732052480,7699824640,4935143424,52.3,32.2,3147,5666,5052,14.7,0.8,normal
84932,84720,169652,2746224640,7703580672,4939341824,42,39.6,4822,8148,6523,19.9,0,integrity
79412,79200,158612,2746286080,7703609344,4939370496,48,33,4306,7281,6361,19.85,0.25,integrity
72600,72540,145140,2746351616,7703654400,4939415552,45.1,36.8,4289,6973,6092,21,0.51,integrity
58892,58740,117632,2746433536,7703715840,4939476992,45.6,36.7,4564,7880,7003,20.4,0.5,integrity
64172,63960,128132,2746482688,7703752704,4939513856,44.3,37.9,4197,6818,6040,18,0.75,integrity
63512,63360,126872,2746519552,7703785472,4939546624,48.6,32.7,4238,7458,6484,21.52,0.25,integrity
63752,63540,127292,2746552320,7703818240,4939579392,44.1,37,4167,6849,6002,18.25,2.9,integrity
52150,51938,104088,2746585088,7703855104,4939616256,46.9,35.4,4749,7980,7117,18,0,integrity
87540,87420,174960,2746617856,7703883776,4939644928,49.9,33.4,4458,7346,6429,15.8,0,integrity
84810,84275,169085,2746404864,7703687168,4939448320,49.9,30.4,2856,4305,3787,21.27,0,integrity
117598,127190,244788,2725371904,7693508608,4931260416,46.1,37,1573,3026,2932,15.7,1.1,DOS
77930,83426,161356,2725371904,7693508608,4931260416,46.1,37,1573,3026,2932,15.7,1.1,DOS
109940,121166,231106,2725371904,7693520896,4931272704,47,37.7,3050,5644,5004,15.3,0,DOS
80074,91226,171300,2725371904,7693520896,4931272704,47,37.7,3050,5644,5004,15.3,0,DOS
118266,132018,250284,2725380096,7693520896,4931272704,43.8,39.5,2902,5037,4522,15.9,0.8,DOS
79000,92426,171426,2725380096,7693520896,4931272704,43.8,39.5,2902,5037,4522,15.9,0.8,DOS
109140,124318,233458,2725380096,7693524992,4931276800,46.5,40,2660,5432,4957,13.2,0.3,DOS
74040,87180,161220,2725380096,7693524992,4931276800,46.5,40,2660,5432,4957,13.2,0.3,DOS
108420,123206,231626,2725380096,7693516800,4931272704,46.7,38.8,2658,5260,4696,14.3,0.2,DOS
78420,94552,172972,2725380096,7693516800,4931272704,46.7,38.8,2658,5260,4696,14.3,0.2,DOS
115788,126652,242440,2725380096,7693520896,4931276800,44.6,39.1,2983,6096,5469,16.1,0.1,DOS
78600,88104,166704,2725380096,7693520896,4931276800,44.6,39.1,2983,6096,5469,16.1,0.1,DOS
108994,129840,238834,2725388288,7693524992,4931280896,47.3,39,2685,5364,4903,13.7,0,DOS
77760,82080,159840,2725388288,7693524992,4931280896,47.3,39,2685,5364,4903,13.7,0,DOS
119374,133132,252506,2725388288,7693529088,4931284992,47.5,39.1,2734,5677,5076,13.4,0,DOS
83074,93990,177064,2725388288,7693529088,4931284992,47.5,39.1,2734,5677,5076,13.4,0,DOS
111904,127012,238916,2725392384,7693529088,4931284992,45.9,39.9,2838,5983,5292,14.1,0.1,DOS
73684,85498,159182,2725392384,7693529088,4931284992,45.9,39.9,2838,5983,5292,14.1,0.1,DOS
113136,128640,241776,2725392384,7693537280,4931293184,43.3,41,3040,5707,5296,14.9,0.8,DOS
80520,91226,171746,2725392384,7693537280,4931293184,43.3,41,3040,5707,5296,14.9,0.8,DOS
114214,131692,245906,2725396480,7693537280,4931293184,44.6,40.2,2634,5083,4590,15,0.2,DOS
79262,79046,158308,2725396480,7693537280,4931293184,44.6,40.2,2634,5083,4590,15,0.2,DOS
130176,150350,280526,2725396480,7693541376,4931297280,48.6,37.9,3058,6594,5798,13.5,0,DOS
70320,76740,147060,2725396480,7693541376,4931297280,48.6,37.9,3058,6594,5798,13.5,0,DOS
112712,130800,243512,2725400576,7693541376,4931297280,46,39.5,2606,5333,4740,14.3,0.2,DOS
81600,86906,168506,2725400576,7693541376,4931297280,46,39.5,2606,5333,4740,14.3,0.2,DOS
106739,55402,162141,2725400576,7693545472,4931301376,48.3,36.8,2687,5527,4888,14.7,0.2,DOS
87130,80190,167320,2725400576,7693545472,4931301376,48.3,36.8,2687,5527,4888,14.7,0.2,DOS
115470,131518,246988,2725408768,7693545472,4931301376,47.1,38.3,2899,5858,5375,14.7,0,DOS
48558,62186,110744,2725408768,7693545472,4931301376,47.1,38.3,2899,5858,5375,14.7,0,DOS
103560,120720,224280,2725404672,7693549568,4931305472,44.3,40.5,2400,4439,4087,15.2,0,DOS
68718,74978,143696,2725404672,7693549568,4931305472,44.3,40.5,2400,4439,4087,15.2,0,DOS
99210,120810,220020,2725408768,7693549568,4931305472,44.5,40,2750,5063,4613,15.3,0.2,DOS
73590,82498,156088,2725408768,7693549568,4931305472,44.5,40,2750,5063,4613,15.3,0.2,DOS
100320,114868,215188,2725412864,7693553664,4931309568,47.5,37.6,2712,4836,4333,14.8,0.2,DOS
77790,88140,165930,2725412864,7693553664,4931309568,47.5,37.6,2712,4836,4333,14.8,0.2,DOS
109034,124590,233624,2725416960,7693553664,4931309568,46.5,38,2491,5030,4491,14.9,0.6,DOS
76380,88200,164580,2725416960,7693553664,4931309568,46.5,38,2491,5030,4491,14.9,0.6,DOS
105690,123118,228808,2725416960,7693557760,4931313664,47.1,38.9,2726,5378,4809,13.7,0.3,DOS
66108,78544,144652,2725416960,7693557760,4931313664,47.1,38.9,2726,5378,4809,13.7,0.3,DOS
108326,126018,234344,2725421056,7693557760,4931313664,45.6,39.2,2622,5242,4661,14.8,0.3,DOS
69090,82200,151290,2725421056,7693557760,4931313664,45.6,39.2,2622,5242,4661,14.8,0.3,DOS
118770,127830,246600,2725421056,7693557760,4931313664,47,38.4,2536,4903,4422,14,0.6,DOS
75000,88920,163920,2725421056,7693557760,4931313664,47,38.4,2536,4903,4422,14,0.6,DOS
101310,115406,216716,2725425152,7693561856,4931317760,46.4,40.3,2699,5354,4762,13.1,0.2,DOS
78780,89880,168660,2725425152,7693561856,4931317760,46.4,40.3,2699,5354,4762,13.1,0.2,DOS
127830,149100,276930,2725425152,7693561856,4931317760,47.1,39.4,2878,5715,5052,13.2,0.3,DOS
66000,74108,140108,2725425152,7693561856,4931317760,47.1,39.4,2878,5715,5052,13.2,0.3,DOS
112080,112440,224520,2725429248,7693565952,4931321856,45.4,39.5,3275,5616,5078,15.2,0,DOS
69000,79378,148378,2725429248,7693565952,4931321856,45.4,39.5,3275,5616,5078,15.2,0,DOS
103500,114928,218428,2725429248,7693565952,4931321856,47.8,37.2,2691,5265,4644,15,0,DOS
78840,87960,166800,2725429248,7693565952,4931321856,47.8,37.2,2691,5265,4644,15,0,DOS
125220,137010,262230,2725433344,7693570048,4931325952,42.2,35.8,2486,4980,4444,13.4,8.6,DOS
71760,36480,108240,2725433344,7693570048,4931325952,42.2,35.8,2486,4980,4444,13.4,8.6,DOS
111626,123538,235164,2725433344,7693570048,4931325952,46.7,37.4,2674,5500,4798,15.8,0.2,DOS
76200,91528,167728,2725433344,7693570048,4931325952,46.7,37.4,2674,5500,4798,15.8,0.2,DOS
111420,129840,241260,2725437440,7693574144,4931330048,46.3,38.5,3491,5944,5078,14.2,0.9,DOS
75240,87750,162990,2725437440,7693574144,4931330048,46.3,38.5,3491,5944,5078,14.2,0.9,DOS
113490,90660,204150,2725437440,7693574144,4931330048,46.1,39.9,2918,5963,5201,13.8,0.1,DOS
125520,144866,270386,2725437440,7693578240,4931334144,42.7,39.5,1516,2199,2170,17.1,0.7,DOS
62400,67020,129420,2725437440,7693578240,4931334144,42.7,39.5,1516,2199,2170,17.1,0.7,DOS
105900,129600,235500,2725441536,7693578240,4931334144,46.5,38.4,2336,4855,4364,15.1,0,DOS
82740,86588,169328,2725441536,7693578240,4931334144,46.5,38.4,2336,4855,4364,15.1,0,DOS
102360,53280,155640,2725445632,7693582336,4931338240,49.9,34.8,2395,4902,4427,15,0.3,DOS
81540,42480,124020,2725445632,7693582336,4931338240,49.9,34.8,2395,4902,4427,15,0.3,DOS
106860,55200,162060,2725441536,7693586432,4931342336,48,36.7,3710,5660,4964,14.8,0.6,DOS
80280,41160,121440,2725441536,7693586432,4931342336,48,36.7,3710,5660,4964,14.8,0.6,DOS
103740,54690,158430,2725441536,7693590528,4931346432,48.9,35.7,2802,5441,4819,15.1,0.3,DOS
