network_enp0s3_rx,network_enp0s3_tx,network_enp0s3_cx,mem_active,mem_cached,mem_shared,cpu_system,cpu_softirq,cpu_ctx_switches,cpu_interrupts,cpu_soft_interrupts,%user,%idle,label
78998,78938,157936,3324878848,8158547968,5403418624,44.5,41.6,2119,4865,3390,11.19,52.35,normal
56040,55980,112020,3324878848,8158547968,5403418624,44.5,41.6,2119,4865,3390,6.84,75.29,normal
73740,73680,147420,3324882944,8158556160,5403426816,51.4,35.9,3253,7994,5359,1.46,87.23,normal
61200,61080,122280,3324882944,8158556160,5403426816,51.4,35.9,3253,7994,5359,1.83,62.2,normal
74700,74700,149400,3324887040,8158556160,5403426816,50.3,37.3,3494,7493,5738,25.45,23.3,normal
60120,60120,120240,3324887040,8158556160,5403426816,50.3,37.3,3494,7493,5738,4,14.29,normal
74160,74160,148320,3324887040,8158560256,5403430912,56.9,30.2,3328,6746,5805,14.88,0.26,normal
61303,61140,122443,3324887040,8158560256,5403430912,56.9,30.2,3328,6746,5805,8.46,0.6,normal
74760,74820,149580,3324891136,8158560256,5403430912,51.1,36.6,3089,6711,5831,17.72,0,normal
62520,62520,125040,3324891136,8158560256,5403430912,51.1,36.6,3089,6711,5831,12.45,0,normal
72480,72420,144900,3324891136,8158564352,5403435008,57,29.5,3100,6732,5848,10.19,0,normal
62280,62280,124560,3324891136,8158564352,5403435008,57,29.5,3100,6732,5848,13.75,0,normal
73980,73860,147840,3324895232,8158564352,5403435008,52.6,35.2,3136,6718,5883,14.88,0,normal
56880,56820,113700,3324895232,8158564352,5403435008,52.6,35.2,3136,6718,5883,13.33,0,normal
76140,76140,152280,3324895232,8158568448,5403439104,51.1,33.7,2915,6460,5663,11.7,0,normal
61298,61358,122656,3324895232,8158568448,5403439104,51.1,33.7,2915,6460,5663,11.95,0,normal
89280,89220,178500,3324899328,8158568448,5403439104,50.4,36.4,3613,7501,6608,14.79,0,normal
42283,42180,84463,3324899328,8158568448,5403439104,50.4,36.4,3613,7501,6608,15.36,0,normal
74220,74220,148440,3324899328,8158572544,5403443200,55.5,32.3,2759,5788,5038,10.04,0,normal
57480,57480,114960,3324899328,8158572544,5403443200,55.5,32.3,2759,5788,5038,15.19,0,normal
73140,73080,146220,3324903424,8158572544,5403443200,50.9,36.3,2914,6498,5696,13.55,0,normal
63480,63420,126900,3324903424,8158572544,5403443200,50.9,36.3,2914,6498,5696,14.02,0,normal
86100,86040,172140,3324903424,8158576640,5403447296,55.7,31.5,3494,7468,6589,18.68,0,normal
48240,48300,96540,3324903424,8158576640,5403447296,55.7,31.5,3494,7468,6589,17.65,0,normal
71520,71520,143040,3324907520,8158576640,5403447296,50.9,36.4,2590,5878,5154,12.54,0,normal
61080,61080,122160,3324907520,8158576640,5403447296,50.9,36.4,2590,5878,5154,14.03,0,normal
74460,74340,148800,3324911616,8158584832,5403455488,57.4,29.3,3114,6631,5762,11.2,0,normal
59083,58920,118003,3324911616,8158584832,5403455488,57.4,29.3,3114,6631,5762,14.25,0.51,normal
77340,77400,154740,3324915712,8158584832,5403455488,51.7,35.8,3125,6652,5842,10.91,0.51,normal
52980,52860,105840,3324915712,8158584832,5403455488,51.7,35.8,3125,6652,5842,12.5,0,normal
74760,74700,149460,3324919808,8158584832,5403455488,56.2,31.1,2973,6256,5413,11.65,0,normal
54878,54818,109696,3324919808,8158584832,5403455488,56.2,31.1,2973,6256,5413,14.5,0.76,normal
68520,68520,137040,3324923904,8158588928,5403459584,50.4,36.9,2643,5821,5027,10.58,0,normal
60480,60480,120960,3324923904,8158588928,5403459584,50.4,36.9,2643,5821,5027,13.16,0.76,normal
72660,72600,145260,3324923904,8158588928,5403459584,54.9,31,2977,6623,5564,12.53,0,normal
61800,61860,123660,3324923904,8158588928,5403459584,54.9,31,2977,6623,5564,13.28,0,normal
75420,75360,150780,3324928000,8158593024,5403463680,54.1,33.8,3084,6881,6024,10.69,0,normal
60583,60540,121123,3324928000,8158593024,5403463680,54.1,33.8,3084,6881,6024,14.04,0.25,normal
74580,74520,149100,3324928000,8158593024,5403463680,55.5,30.7,3147,6667,5793,12.09,0,normal
58140,58020,116160,3324928000,8158593024,5403463680,55.5,30.7,3147,6667,5793,17.9,0.57,normal
73500,73500,147000,3324932096,8158597120,5403467776,50.3,34.5,2978,6493,5693,12.78,0,normal
55860,55860,111720,3324932096,8158597120,5403467776,50.3,34.5,2978,6493,5693,12.91,0,normal
70320,70260,140580,3324932096,8158597120,5403467776,56.2,31.3,2930,6372,5466,12.09,0,normal
61920,61980,123900,3324932096,8158597120,5403467776,56.2,31.3,2930,6372,5466,12.37,0.51,normal
83700,83640,167340,3324936192,8158601216,5403471872,51.9,34.6,3257,7252,6401,14.25,0,normal
54420,54420,108840,3324936192,8158601216,5403471872,51.9,34.6,3257,7252,6401,11.75,0,normal
77040,77040,154080,3324936192,8158601216,5403471872,52,33.5,3142,6344,5557,12.06,0,normal
53961,53858,107819,3324936192,8158601216,5403471872,52,33.5,3142,6344,5557,13.25,0,normal
76140,76080,152220,3324940288,8158605312,5403475968,53.8,34.2,2730,6353,5565,11.03,0,normal
59488,59320,118808,3324940288,8158605312,5403475968,53.8,34.2,2730,6353,5565,14.43,0.77,normal
71400,71400,142800,3324940288,8158605312,5403475968,54,32.4,3110,6353,5504,12.9,0,normal
59760,59820,119580,3324940288,8158605312,5403475968,54,32.4,3110,6353,5504,12.85,0,normal
79860,79860,159720,3324944384,8158609408,5403480064,53,32.9,3004,6759,5924,11.26,0,normal
64800,64800,129600,3324944384,8158609408,5403480064,53,32.9,3004,6759,5924,13.88,0,normal
85680,85680,171360,3324944384,8158609408,5403480064,53.5,35,3313,7135,6243,12.41,0,normal
62700,62640,125340,3324944384,8158609408,5403480064,53.5,35,3313,7135,6243,13.02,0.78,normal
80100,80160,160260,3324948480,8158613504,5403484160,53.4,33.4,3022,6814,5991,11.61,0.28,normal
54463,54360,108823,3324948480,8158613504,5403484160,53.4,33.4,3022,6814,5991,12.18,0.57,normal
69180,69180,138360,3324948480,8158613504,5403484160,52.4,33.8,2758,6187,5231,14.06,0,normal
68640,68640,137280,3324948480,8158613504,5403484160,52.4,33.8,2758,6187,5231,14,0,normal
79920,79920,159840,3324960768,8158617600,5403488256,54,32.3,3361,7460,6604,12,0,normal
53040,53040,106080,3324960768,8158617600,5403488256,54,32.3,3361,7460,6604,13.1,0,normal
73200,73200,146400,3324960768,8158617600,5403488256,53.2,33.3,2822,6224,5372,12.31,0,normal
67178,67178,134356,3324960768,8158617600,5403488256,53.2,33.3,2822,6224,5372,14.75,0.75,normal
79380,79260,158640,3324964864,8158621696,5403492352,53.5,33.3,2970,7114,6209,14.72,0,normal
62580,62640,125220,3324964864,8158621696,5403492352,53.5,33.3,2970,7114,6209,14.54,0.77,normal
79740,79740,159480,3324964864,8158621696,5403492352,52.6,33.9,3315,6859,5975,12.06,0,normal
59983,59880,119863,3324964864,8158621696,5403492352,52.6,33.9,3315,6859,5975,12.09,0,normal
77280,77280,154560,3324968960,8158625792,5403496448,55.6,31.4,2749,6629,5823,14.25,0,normal
64680,64620,129300,3324968960,8158625792,5403496448,55.6,31.4,2749,6629,5823,13.53,0,normal
84720,90060,174780,3344080896,8357634048,5438574592,45.2,45,1954,4744,3371,10.76,6.6,DOS
105180,138000,243180,3344084992,8357638144,5438578688,40,48.8,1831,3806,2917,12.12,7.11,DOS
124680,150900,275580,3344084992,8357638144,5438578688,36.5,52.2,1926,4273,3102,12.65,9.4,DOS
144600,150000,294600,3344089088,8357642240,5438582784,38.1,50.9,2105,4139,3113,12.83,9.75,DOS
146580,175538,322118,3344089088,8357642240,5438582784,39.2,48.2,2369,4978,3834,10.12,12.54,DOS
122820,132780,255600,3344093184,8357646336,5438586880,34.2,53.7,1946,3285,2376,13.88,12.13,DOS
116400,138300,254700,3344093184,8357650432,5438590976,38.6,49.6,1898,3591,2637,12,10.75,DOS
87300,89100,176400,3344101376,8357658624,5438599168,44,44.4,1840,3510,2745,10.92,10.56,DOS
139980,140460,280440,3344130048,8357670912,5438611456,37.6,50.6,1819,3726,2715,8.37,0.98,DOS
118020,130440,248460,3344134144,8357675008,5438615552,40.1,48.1,1963,4299,3146,9.13,0.71,DOS
114420,115500,229920,3344134144,8357675008,5438615552,40.4,46.8,1958,4428,3199,13.07,0,DOS
152880,168660,321540,3344154624,8357691392,5438623744,36.9,48.8,1883,3090,2370,17.82,2.17,DOS
111360,120480,231840,3344138240,8357691392,5438623744,35.3,47.1,2367,3355,2844,10.76,0.37,DOS
102120,132660,234780,3344187392,8357720064,5438652416,34.3,53.7,1724,3621,2669,10.6,0.98,DOS
114240,124380,238620,3344191488,8357720064,5438652416,39.2,47.2,1924,4188,3282,10.88,0.71,DOS
120420,129000,249420,3344195584,8357728256,5438660608,40.7,46.6,2111,4349,3355,10.76,0,DOS
118080,122580,240660,3344199680,8357728256,5438660608,41.9,45.5,2139,4010,3137,14.2,2.17,DOS
148528,162978,311506,3344199680,8357732352,5438664704,37.6,47.6,1726,3147,2459,13.36,0.37,DOS
67200,67200,134400,3346038784,8185618432,5429964800,49.3,36.9,3414,7829,6142,15.08,0,integrity
83792,79963,163755,3346104320,8185659392,5430005760,51,33.6,3845,6730,5935,15.91,0.25,confidentiality
86280,86220,172500,3346153472,8185696256,5430042624,48.3,37.4,4061,7508,6462,16.92,0.25,integrity
85289,81677,166966,3346259968,8185815040,5430161408,50.3,34.8,3927,6558,6042,16.58,0,confidentiality
81240,81240,162480,3328819200,8185294848,5430288384,48.4,36,3823,6728,5713,16.8,0.21,integrity
79620,79680,159300,3328851968,8185323520,5430317056,54.4,31.5,2949,6921,5999,16.62,0.5,confidentiality
84960,85020,169980,3328929792,8185360384,5430353920,48.5,36.2,3879,7421,6273,17.44,0.26,integrity
79620,79680,159300,3328851968,8185323520,5430317056,54.4,31.5,2949,6921,5999,16.62,0.5,confidentiality
84960,85020,169980,3328929792,8185360384,5430353920,48.5,36.2,3879,7421,6273,17.44,0.26,integrity
80760,80760,161520,3328942080,8185401344,5430394880,51.4,36.9,3374,7013,6088,15.92,0.25,confidentiality
81180,81240,162420,3329007616,8185442304,5430435840,52.9,32.7,3229,6802,5960,17.04,0.25,integrity
70560,70560,141120,3338301440,8176820224,5422145536,48.5,38.7,3474,5855,5062,15.4,0.28,integrity
75600,75540,151140,3338375168,8176861184,5422186496,47.9,37.5,4006,6483,5542,15.03,0.28,confidentiality
147660,147660,295320,3338412032,8176889856,5422215168,46.4,36.7,2759,3862,3434,15.88,1.1,integrity
81524,81269,162793,3338444800,8176934912,5422260224,49.4,36,3649,6112,5388,15.65,0,confidentiality
73800,73860,147660,3338506240,8176975872,5422301184,53,32.8,2664,5508,4732,15.65,0,integrity
73339,72634,145973,3338518528,8176992256,5422333952,49.3,36.8,3232,6184,5275,14.6,0,confidentiality
74730,76625,151355,3343458304,8197373952,5442510848,49.1,36,3862,6388,5108,14.85,0.56,integrity
86072,87417,173489,3343466496,8197414912,5442551808,50,33.7,3746,6034,5248,14.85,0.56,confidentiality
75660,75660,151320,3343527936,8197447680,5442584576,48.3,36.5,4114,6656,5665,16.04,0,integrity
56262,57670,113932,3343527936,8197480448,5442617344,50.7,36.1,3624,5577,4979,18.93,0,confidentiality
76560,76620,153180,3264274432,8059105280,5409583104,48.4,39.6,3140,6699,5310,16.08,0.41,integrity
70560,70620,141180,3138375680,8023646208,5415608320,41,31,2815,3176,2547,13.23,0,normal
41460,41460,82920,3138375680,8023646208,5415608320,41,31,2815,3176,2547,14.42,0.31,normal
63000,62940,125940,3138379776,8023654400,5415616512,44.4,33.7,4026,4768,3679,13.85,0,normal
53983,53880,107863,3138379776,8023654400,5415616512,44.4,33.7,4026,4768,3679,12.38,0.65,normal
86220,86220,172440,3138383872,8023654400,5415616512,53.2,31.6,2940,4308,3515,14.49,0.71,normal
47460,47520,94980,3138383872,8023654400,5415616512,53.2,31.6,2940,4308,3515,11.76,1.04,normal
64740,64680,129420,3138392064,8023662592,5415624704,53.6,34.3,2905,4680,3951,15.53,0,normal
42900,42900,85800,3138392064,8023662592,5415624704,53.6,34.3,2905,4680,3951,12.77,0,normal
66780,66720,133500,3138400256,8023662592,5415624704,53.9,31.8,2649,4542,3875,13.93,0,normal
58800,58740,117540,3138400256,8023662592,5415624704,53.9,31.8,2649,4542,3875,14.2,0,normal
133320,133260,266580,3138400256,8023666688,5415628800,49.5,36.6,2543,4104,3499,14.79,0,normal
84360,84540,168900,3138400256,8023666688,5415628800,49.5,36.6,2543,4104,3499,12.77,0,normal
59400,59340,118740,3138404352,8023666688,5415628800,53.4,32.5,2378,4069,3452,13.55,0,normal
49140,49200,98340,3138404352,8023666688,5415628800,53.4,32.5,2378,4069,3452,11.14,0,normal
72540,72540,145080,3138404352,8023670784,5415632896,50.4,35.9,3098,5479,4586,14.5,0.59,normal
37658,37658,75316,3138404352,8023670784,5415632896,50.4,35.9,3098,5479,4586,10.88,0,normal
64260,64200,128460,3138408448,8023670784,5415632896,53.6,32.2,2365,4271,3609,14.2,0,normal
43260,43260,86520,3138408448,8023670784,5415632896,53.6,32.2,2365,4271,3609,15.05,0,normal
70320,70260,140580,3138408448,8023674880,5415636992,51.3,35.2,2743,4882,4117,14.37,0,normal
42120,42180,84300,3138408448,8023674880,5415636992,51.3,35.2,2743,4882,4117,11.05,0,normal
61860,61800,123660,3138412544,8023674880,5415636992,54.8,32.2,2508,4746,3967,13.38,0,normal
49200,49260,98460,3138412544,8023674880,5415636992,54.8,32.2,2508,4746,3967,13.35,0,normal
66420,66300,132720,3138412544,8023678976,5415641088,50.6,36.3,2908,5037,4235,14.29,0,normal
43783,43680,87463,3138412544,8023678976,5415641088,50.6,36.3,2908,5037,4235,10.76,0.29,normal
66900,66900,133800,3138416640,8023678976,5415641088,54.7,31.4,2491,4455,3813,15.62,0,normal
49200,49200,98400,3138416640,8023678976,5415641088,54.7,31.4,2491,4455,3813,12.71,0,normal
55500,54960,110460,3138416640,8023683072,5415645184,53.1,35.3,2520,4617,3644,15.79,0,normal
55260,55860,111120,3138416640,8023683072,5415645184,53.1,35.3,2520,4617,3644,11.86,0,normal
68280,68280,136560,3138420736,8023683072,5415645184,54.3,31,2820,5064,4454,13.73,0,normal
47880,47880,95760,3138420736,8023683072,5415645184,54.3,31,2820,5064,4454,14,0,normal
69180,69180,138360,3138428928,8023687168,5415649280,51.3,35.9,3009,5317,4608,12.36,0,normal
39998,39998,79996,3138428928,8023687168,5415649280,51.3,35.9,3009,5317,4608,10.21,0,normal
65040,65040,130080,3138433024,8023687168,5415649280,55.6,30.1,2639,4929,4182,13.2,0,normal
44383,44280,88663,3138433024,8023687168,5415649280,55.6,30.1,2639,4929,4182,12.78,0,normal
69300,69300,138600,3138433024,8023687168,5415649280,51.4,35.6,2622,5026,4268,12.83,0,normal
47340,47220,94560,3138433024,8023687168,5415649280,51.4,35.6,2622,5026,4268,10.92,0,normal
65580,65640,131220,3138437120,8023691264,5415653376,55.9,31.1,2520,5104,4335,15.55,0.91,normal
46020,46020,92040,3138437120,8023691264,5415653376,55.9,31.1,2520,5104,4335,12.43,0,normal
66240,66180,132420,3138437120,8023691264,5415653376,53.1,34.9,2756,5165,4369,12.76,0.3,normal
47460,47520,94980,3138437120,8023691264,5415653376,53.1,34.9,2756,5165,4369,11.71,0,normal
63240,63240,126480,3138441216,8023695360,5415657472,55.8,31,2541,5006,4248,14.59,0,normal
48900,48900,97800,3138441216,8023695360,5415657472,55.8,31,2541,5006,4248,11.69,0,normal
62040,61980,124020,3138441216,8023695360,5415657472,54,33.3,2468,4876,4128,11.24,0,normal
50323,50220,100543,3138441216,8023695360,5415657472,54,33.3,2468,4876,4128,13.2,0,normal
63180,63240,126420,3138445312,8023699456,5415661568,53.4,33.7,2508,4914,4095,12.35,0,normal
49440,49440,98880,3138445312,8023699456,5415661568,53.4,33.7,2508,4914,4095,11.65,0,normal
67560,67560,135120,3138445312,8023699456,5415661568,54.1,32.9,2623,5112,4267,12.16,0,normal
46068,45818,91886,3138445312,8023699456,5415661568,54.1,32.9,2623,5112,4267,12.09,0,normal
60027,59729,119756,3138449408,8023703552,5415665664,56.4,31.5,2435,4552,3879,14.62,0,normal
50340,50340,100680,3138449408,8023703552,5415665664,56.4,31.5,2435,4552,3879,9.22,2.13,normal
64140,64080,128220,3138449408,8023703552,5415665664,53.2,34.3,2574,5075,4242,15.15,0.91,normal
48660,48660,97320,3138449408,8023703552,5415665664,53.2,34.3,2574,5075,4242,11.11,0,normal
64620,64620,129240,3138453504,8023707648,5415669760,54.5,33.6,2556,4884,4143,13.06,0,normal
48900,48840,97740,3138453504,8023707648,5415669760,54.5,33.6,2556,4884,4143,10.11,2.17,normal
59580,59580,119160,3138453504,8023707648,5415669760,53.6,33.3,2479,4756,4057,15.2,0,normal
91920,91920,183840,3138453504,8023707648,5415669760,53.6,33.3,2479,4756,4057,10.7,0,normal
110220,110220,220440,3138461696,8023715840,5415677952,50.8,35.4,2267,3935,3340,17.47,0,normal
51840,51840,103680,3138461696,8023715840,5415677952,50.8,35.4,2267,3935,3340,12.62,0,normal
67800,67800,135600,3138461696,8023715840,5415677952,53.3,34.3,2497,4813,4047,13.7,0,normal
100140,100080,200220,3138461696,8023715840,5415677952,53.3,34.3,2497,4813,4047,12.5,0,normal
68280,68340,136620,3138465792,8023719936,5415682048,52,34.4,2363,4196,3619,14.45,0.57,normal
48900,48840,97740,3138465792,8023719936,5415682048,52,34.4,2363,4196,3619,13.83,0,normal
72900,72900,145800,3138465792,8023719936,5415682048,51.5,34.5,2939,5480,4736,13.87,0,normal
41438,41378,82816,3138465792,8023719936,5415682048,51.5,34.5,2939,5480,4736,11.95,0.29,normal
64800,64860,129660,3138469888,8023724032,5415686144,53.7,33,2301,4413,3737,12.62,0,normal
46680,46680,93360,3138469888,8023724032,5415686144,53.7,33,2301,4413,3737,12.78,0,normal
66900,62880,129780,3138469888,8023724032,5415686144,55.4,31.3,2550,5097,4257,13.69,0,normal
50436,49320,99756,3138469888,8023724032,5415686144,55.4,31.3,2550,5097,4257,10.43,0,normal
71064,70020,141084,3138473984,8023728128,5415690240,49.9,35.7,2906,5482,4612,15.38,0,normal
47050,45960,93010,3138473984,8023728128,5415690240,49.9,35.7,2906,5482,4612,11.37,0,normal
61200,61140,122340,3138473984,8023728128,5415690240,53.9,33.9,2385,4616,3936,1.02,92.5,normal
51180,51060,102240,3138473984,8023728128,5415690240,53.9,33.9,2385,4616,3936,19.38,0,normal
63120,63060,126180,3138478080,8023732224,5415694336,53.5,33.1,2734,5107,4278,13.57,0,normal
46320,46380,92700,3138478080,8023732224,5415694336,53.5,33.1,2734,5107,4278,14.77,0,normal
66000,65940,131940,3138478080,8023732224,5415694336,53.7,33.9,2512,5040,4226,11.38,1.03,normal
46920,46920,93840,3138478080,8023732224,5415694336,53.7,33.9,2512,5040,4226,13.8,0.31,normal
64020,64020,128040,3138482176,8023736320,5415698432,54.3,32.9,2390,4700,3938,13.51,0,normal
318385,317640,636025,3138482176,8023736320,5415698432,1.9,2.9,1577,1211,1132,11.63,0,normal
25898,25838,51736,3138482176,8023736320,5415698432,1.9,2.9,1577,1211,1132,12.43,0,normal
65836,62100,127936,3138498560,8023756800,5415718912,53,31.7,2118,4240,3553,15.95,0,normal
58234,57240,115474,3138498560,8023756800,5415718912,53,31.7,2118,4240,3553,11.68,0,normal
144060,144240,288300,3138502656,8023756800,5415718912,52.6,34.8,2721,4597,3653,12.9,0,normal
51780,51780,103560,3138502656,8023756800,5415718912,52.6,34.8,2721,4597,3653,10.91,0,normal
64740,64740,129480,3138502656,8023760896,5415723008,53.1,32.8,2508,4994,4090,14.2,0,normal
51000,51000,102000,3138502656,8023760896,5415723008,53.1,32.8,2508,4994,4090,13.23,0,normal
62083,61980,124063,3138506752,8023760896,5415723008,52.8,35.3,2529,5062,4139,14.42,0,normal
50940,50940,101880,3138506752,8023760896,5415723008,52.8,35.3,2529,5062,4139,13.85,0,normal
63840,63720,127560,3138506752,8023764992,5415727104,54.9,30.9,2468,5196,4265,12.38,0.29,normal
50100,50220,100320,3138506752,8023764992,5415727104,54.9,30.9,2468,5196,4265,14.49,0,normal
68562,68460,137022,3138510848,8023764992,5415727104,52.4,36,2759,5319,4359,11.76,0,normal
45120,45120,90240,3138510848,8023764992,5415727104,52.4,36,2759,5319,4359,15.53,0,normal
77760,77700,155460,3138510848,8023764992,5415727104,56.9,29.5,2495,4967,4033,12.77,0,normal
49080,49080,98160,3138510848,8023764992,5415727104,56.9,29.5,2495,4967,4033,13.93,0,normal
64560,64500,129060,3138531328,8023769088,5415731200,43.6,35.8,5693,6238,4303,14.2,0,normal
39638,39698,79336,3138531328,8023769088,5415731200,43.6,35.8,5693,6238,4303,14.79,0,normal
84523,84360,168883,3138531328,8023769088,5415731200,45.1,34.2,6164,6642,4744,12.77,0,normal
31680,31680,63360,3138531328,8023769088,5415731200,45.1,34.2,6164,6642,4744,13.55,0,normal
89880,89880,179760,3388076032,8368160768,5443690496,46.1,35.4,3236,4142,3525,18.92,0,integrity
68298,67974,136272,3388166144,8368205824,5443735552,47.2,36.4,3619,5380,4804,17.66,0.3,confidentiality
69180,69240,138420,3388227584,8368234496,5443764224,52.1,33.5,3364,5688,4767,15.3,0.28,integrity
177799,177265,355064,3388276736,8368279552,5443809280,47.6,36.7,3898,5464,4653,16.8,1.6,confidentiality
229050,229406,458456,3388309504,8368300032,5443829760,38.4,43.2,928,740,828,15.9,1.7,integrity
78707,74617,153324,3388362752,8368349184,5443878912,48.3,33.6,4735,5902,5004,14.98,0,confidentiality
79020,79054,158074,2798108672,7547682816,4781494272,42.8,32.9,3568,6505,5981,34.33,1,confidentiality
139140,139080,278220,2798166016,7547727872,4781539328,39.6,37.3,4149,5975,5652,24.34,0.99,integrity
78990,78840,157830,2798190592,7547760640,4781572096,37.3,37.6,3748,5991,5340,24.02,0.56,confidentiality
78274,77940,156214,2798247936,7547801600,4781613056,36.4,34.9,3158,4906,4444,28.24,0.54,integrity
79470,79320,158790,3388108800,8368148480,5443694592,50.6,35.2,1432,2718,2408,17.2,2.3,integrity
64336,63660,127996,3388170240,8368189440,5443735552,52,33.7,3149,4973,3871,17.06,3.04,integrity
53378,53438,106816,3388207104,8368218112,5443764224,50.6,35.5,3272,5147,4231,15.4,0,confidentiality
69430,69252,138682,3388284928,8368275456,5443821568,49.2,29.1,2635,4088,3687,20,11.7,confidentiality
66780,66780,133560,3388350464,8368300032,5443846144,51.6,33.7,3491,6115,4905,14.7,0.9,integrity
81120,81120,162240,3388424192,8368332800,5443878912,53.3,32.5,3557,6495,5449,16.33,0,integrity
299576,77502,377078,2822475776,7753048064,4989210624,49.1,34.2,6467,7995,5711,17.53,0.33,integrity
67038,79520,146558,2860441600,7769772032,5005664256,53,33.8,3234,5527,4585,14.43,0.34,confidentiality
70410,70200,140610,2860531712,7769849856,5005717504,50.1,33.9,3814,6223,5186,15.1,0.85,integrity
47849,47246,95095,2860552192,7769882624,5005750272,53.1,31.1,3487,6028,5187,21.6,0.28,confidentiality
46088,46058,92146,2860601344,7769927680,5005791232,54.3,30.6,3640,6283,5267,16.6,0.28,integrity
95130,94920,190050,2860638208,7770087424,5005950976,49.9,32.9,2981,4177,3586,18.4,0,confidentiality
70709,66857,137566,2860732416,7770042368,5005910016,44.4,36.3,5209,5503,4852,23.9,0.87,confidentiality
54420,54420,108840,2860777472,7770079232,5005942784,51.7,34.3,3526,5910,5064,15.7,0,integrity
53926,53592,107518,2860814336,7770116096,5005979648,54.5,30.1,3558,5847,5122,18.33,0,confidentiality
50100,50040,100140,2860888064,7770161152,5006020608,49.3,37.5,3617,6199,5019,15.24,0.27,integrity
50368,49415,99783,2860920832,7770198016,5006057472,47.2,35.8,4229,5662,4981,22.22,0,confidentiality
56732,56385,113117,2861015040,7770275840,5006135296,49.9,33.6,4919,6381,5416,22.28,0,confidentiality
45450,45300,90750,2861043712,7770296320,5006155776,50.4,36.6,3893,6500,5287,17.21,0,integrity
56910,56760,113670,2861060096,7770349568,5006192640,53.2,31.9,3358,6110,4899,15.5,0.53,integrity
53899,53561,107460,2861105152,7770378240,5006221312,50.4,34.6,3838,6029,5384,14.67,0.53,confidentiality
55860,55920,111780,2861162496,7770427392,5006270464,50.1,34.5,3466,5822,4872,15.7,0.2,integrity
56760,56760,113520,2861236224,7770456064,5006299136,49.8,35,3692,6001,5103,15.6,0,integrity
51518,51338,102856,2861277184,7770488832,5006331904,55.1,29.6,3847,6215,5064,15.7,0.3,confidentiality
51626,50880,102506,2861338624,7770529792,5006372864,53.4,31.7,3524,6443,5369,15.74,0.29,integrity
49117,47770,96887,2861387776,7770574848,5006417920,50.4,34,3580,5439,4825,16.9,0.23,confidentiality
194868,194700,389568,2786578432,7701647360,4930125824,31.5,41.1,3117,5586,4115,24.23,3.08,confidentiality
94680,94740,189420,2786668544,7701716992,4930195456,32.5,43.3,3340,5821,4772,26.17,0.6,integrity
102894,102360,205254,2786705408,7701753856,4930232320,43,36.7,3729,7418,6186,14.66,0.26,confidentiality
97230,97200,194430,2786775040,7701790720,4930269184,31.9,39.8,5055,7847,6420,23.69,0,integrity
88650,88484,177134,2786836480,7701835776,4930314240,35.2,35.7,3878,6247,5414,30.67,0.96,confidentiality
79710,79560,159270,2786889728,7701864448,4930342912,31.7,37.6,3440,6156,5109,30.29,1.07,integrity
94384,93682,188066,2786971648,7701905408,4930383872,34.9,33,4298,6667,5790,34.82,0.6,confidentiality
236448,236288,472736,2787041280,7701975040,4930453504,31.6,41,3471,6002,4279,13.24,4.53,integrity
80820,80760,161580,2787069952,7702007808,4930486272,35.7,35,3239,6449,4734,23.2,0.94,confidentiality
98190,98040,196230,2787135488,7702044672,4930523136,36.4,36.5,4302,7555,6358,30.21,0,integrity
86520,86580,173100,2804326400,7734878208,4961935360,33.3,40,3775,8879,6056,28.95,0.26,confidentiality
90600,90600,181200,2804371456,7734902784,4961976320,36.3,33.1,4187,7395,6333,35.3,0.52,integrity
103350,103301,206651,2804416512,7734943744,4962017280,32.6,36.9,4386,7745,6710,35.11,0.51,confidentiality
77550,77340,154890,2804465664,7734988800,4962066432,36.1,35.6,4020,7072,6053,29.13,0.52,integrity
85395,85143,170538,2804494336,7735033856,4962111488,36.7,31.4,3835,6631,5857,35.75,0.26,confidentiality
92366,92183,184549,2804555776,7735062528,4962140160,35.5,35.6,4678,8046,6802,28.39,1.03,integrity
83953,83355,167308,2804584448,7735103488,4962181120,37.9,35.9,3962,7289,6246,22.28,0,confidentiality
81150,81000,162150,2804633600,7735136256,4962213888,36.5,32.5,4061,7026,5972,27.14,0,integrity
101550,101810,203360,2804682752,7735201792,4962279424,37.8,35,4503,8131,7163,33.08,0.51,confidentiality
94260,94380,188640,2804727808,7735238656,4962316288,36.9,38.4,4139,8131,6968,24.49,0,integrity
113490,113340,226830,3343433728,8356552704,5438595072,24,4,647,1924,2127,17.39,4.35,integrity
92430,92280,184710,3343527936,8356556800,5438599168,16,6,622,1263,1569,15.87,1.59,confidentiality
81420,81420,162840,3343593472,8356597760,5438640128,43,15,1561,2581,2792,19.12,27.94,confidentiality
67080,67020,134100,3343638528,8356630528,5438672896,17,10,805,1210,1305,16.67,0,integrity
82410,82260,164670,3343704064,8356663296,5438705664,21,7,674,1448,1527,16.67,0,confidentiality
123330,126980,250310,3343761408,8356704256,5438746624,26,9,809,1514,1768,6.9,39.66,integrity
64484,63532,128016,3343896576,8356769792,5438812160,34,14,975,1593,1745,19.7,1.52,confidentiality
47340,47220,94560,3343953920,8356790272,5438849024,33,7,1023,1042,1174,17.65,0,integrity
62403,61838,124241,3343962112,8356823040,5438881792,41,11,1266,1425,1513,20.83,12.5,confidentiality
